fixedacidity	volatileacidity	citricacid	residualsugar	chlorides	freesulfurdioxide	totalsulfurdioxide	density	pH	sulphates	alcohol	quality	Color
7.5000	0.5800	0.2000	2	0.0730	34	44	0.9949	3.1000	0.4300	9.3000	51	Red
6.5000	0.5200	0.1100	1.8000	0.0730	13	38	0.9955	3.3400	0.5200	9.3000	51	Red
11.5000	0.4200	0.4800	2.6000	0.0770	8	20	0.9985	3.0900	0.5300	11	51	Red
8	0.6000	0.2200	2.1000	0.0800	25	105	0.9961	3.3000	0.4900	9.9000	51	Red
7.4000	0.6400	0.0700	1.8000	0.1000	8	23	0.9961	3.3000	0.5800	9.6000	51	Red
6.7000	0.4800	0.0200	2.2000	0.0800	36	111	0.9952	3.1000	0.5300	9.7000	51	Red
9.9000	0.5700	0.2500	2	0.1040	12	89	0.9963	3.0400	0.9000	10.1000	51	Red
7.9000	0.1800	0.4000	2.2000	0.0490	38	67	0.9960	3.3300	0.9300	11.3000	51	Red
10	0.3800	0.3800	1.6000	0.1690	27	90	0.9991	3.1500	0.6500	8.5000	51	Red
6.9000	0.6300	0.0200	1.9000	0.0780	18	30	0.9971	3.4000	0.7500	9.8000	51	Red
10	0.6900	0.1100	1.4000	0.0840	8	24	0.9958	2.8800	0.4700	9.7000	51	Red
6.1000	0.3200	0.2500	2.3000	0.0710	23	58	0.9963	3.4200	0.9700	10.6000	51	Red
8	0.3900	0.3000	1.9000	0.0740	32	84	0.9972	3.3900	0.6100	9	51	Red
7.2000	0.6950	0.1300	2	0.0760	12	20	0.9955	3.2900	0.5400	10.1000	51	Red
7.2000	0.6950	0.1300	2	0.0760	12	20	0.9955	3.2900	0.5400	10.1000	51	Red
5.9000	0.6450	0.1200	2	0.0750	32	44	0.9955	3.5700	0.7100	10.2000	51	Red
8.1000	0.2700	0.4100	1.4500	0.0330	11	63	0.9908	2.9900	0.5600	12	51	White
7.3000	0.2400	0.3900	17.9500	0.0570	45	149	0.9999	3.2100	0.3600	8.6000	51	White
6.9000	0.1900	0.3500	5	0.0670	32	150	0.9950	3.3600	0.4800	9.8000	51	White
6	0.2700	0.2800	4.8000	0.0630	31	201	0.9964	3.6900	0.7100	10	51	White
7.1000	0.4300	0.6100	11.8000	0.0450	54	155	0.9974	3.1100	0.4500	8.7000	51	White
7.4000	0.3900	0.2300	7	0.0330	29	126	0.9940	3.1400	0.4200	10.5000	51	White
5.7000	0.2600	0.2500	10.4000	0.0200	7	57	0.9940	3.3900	0.3700	10.6000	51	White
6.7000	0.2400	0.3500	13.1000	0.0500	64	205	0.9970	3.1500	0.5000	9.5000	51	White
5.8000	0.2500	0.2600	13.1000	0.0510	44	148	0.9972	3.2900	0.3800	9.3000	51	White
7	0.2900	0.5400	10.7000	0.0460	59	234	0.9966	3.0500	0.6100	9.5000	51	White
7.3000	0.3200	0.2500	7.2000	0.0560	47	180	0.9961	3.0800	0.4700	8.8000	51	White
7.2000	0.2100	0.4100	1.3000	0.0360	33	85	0.9920	3.1700	0.5100	10.4000	51	White
6.1000	0.2800	0.3200	2.5000	0.0420	23	218.5000	0.9935	3.2700	0.6000	9.8000	51	White
6.1000	0.2000	0.2500	1.2000	0.0380	34	128	0.9921	3.2400	0.4400	10.1000	51	White
7.2000	0.3900	0.6200	11	0.0470	66	178	0.9976	3.1600	0.5000	8.7000	51	White
6.7000	0.4700	0.3400	8.9000	0.0430	31	172	0.9964	3.2200	0.6000	9.2000	51	White
7.9000	0.3450	0.5100	15.3000	0.0470	54	171	0.9987	3.0900	0.5100	9.1000	51	White
7.2000	0.4600	0.6500	10.4000	0.0500	76	192	0.9976	3.1600	0.4200	8.7000	51	White
6.4000	0.4500	0.0700	1.1000	0.0300	10	131	0.9905	2.9700	0.2800	10.8000	51	White
6.4000	0.4500	0.0700	1.1000	0.0300	10	131	0.9905	2.9700	0.2800	10.8000	51	White
6.4000	0.2400	0.5000	11.6000	0.0470	60	211	0.9966	3.1800	0.5700	9.3000	51	White
5.9000	0.2600	0.2500	12.5000	0.0340	38	152	0.9977	3.3300	0.4300	9.4000	51	White
6.4000	0.4600	0.0800	4.9000	0.0460	34	144	0.9944	3.1000	0.5600	10	51	White
6.2000	0.3000	0.1700	2.8000	0.0400	24	125	0.9939	3.0100	0.4600	9	51	White
9.2000	0.3400	0.2700	1.2000	0.0260	17	73	0.9921	3.0800	0.3900	10.8000	51	White
8.2000	0.3800	0.4900	13.6000	0.0420	58	166	0.9986	3.1000	0.5400	9.4000	51	White
8.2000	0.3800	0.4900	13.6000	0.0420	58	166	0.9986	3.1000	0.5400	9.4000	51	White
8.2000	0.4000	0.4800	13.7000	0.0420	59	169	0.9986	3.1000	0.5200	9.4000	51	White
6.1000	0.2800	0.3500	12.8000	0.0480	63	229	0.9975	3.0800	0.4000	8.9000	51	White
7.5000	0.2400	0.3100	13	0.0490	46	217	0.9985	3.0800	0.5300	8.8000	51	White
5.6000	0.2900	0.0500	0.8000	0.0380	11	30	0.9924	3.3600	0.3500	9.2000	51	White
5.9000	0.2900	0.3300	7.4000	0.0370	58	205	0.9950	3.2600	0.4100	9.6000	51	White
6.1000	0.2700	0.4400	6.7000	0.0410	61	230	0.9950	3.1200	0.4000	8.9000	51	White
6.1000	0.3600	0.5800	15	0.0440	42	115	0.9978	3.1500	0.5100	9	51	White
7.6000	0.3450	0.2600	1.9000	0.0430	15	134	0.9936	3.0800	0.3800	9.5000	51	White
6	0.2000	0.7100	1.6000	0.1500	10	54	0.9927	3.1200	0.4700	9.8000	51	White
7.6000	0.3900	0.2200	2.8000	0.0360	19	113	0.9926	3.0300	0.2900	10.2000	51	White
6.8000	0.3700	0.4700	11.2000	0.0710	44	136	0.9968	2.9800	0.8800	9.2000	51	White
7.5000	0.1700	0.3700	1.5000	0.0600	18	75	0.9936	3.5400	0.8800	10.7000	51	White
6.5000	0.1900	0.1000	1.3000	0.0460	23	107	0.9937	3.2900	0.4500	10	51	White
7	0.3100	0.5200	1.7000	0.0290	5	61	0.9918	3.0700	0.4300	10.4000	51	White
7	0.3100	0.5200	1.7000	0.0290	5	61	0.9918	3.0700	0.4300	10.4000	51	White
6.8000	0.3200	0.1800	7.5000	0.0410	71	223	0.9959	3.1400	0.4100	8.9000	51	White
9.8000	0.4400	0.4000	2.8000	0.0360	35	167	0.9956	2.9700	0.3900	9.2000	51	White
6.4000	0.3000	0.3800	7.8000	0.0460	35	192	0.9955	3.1000	0.3700	9	51	White
7.3000	0.2700	0.3900	6.7000	0.0640	28	188	0.9958	3.2900	0.3000	9.7000	51	White
7.6000	0.3100	0.2900	10.5000	0.0400	21	145	0.9966	3.0400	0.3500	9.4000	51	White
9.7000	0.1400	0.5900	1.5000	0.0490	23	142	0.9958	2.9800	0.6200	9.5000	51	White
6.7000	0.1800	0.3000	6.4000	0.0480	40	251	0.9956	3.2900	0.5200	10	51	White
7.4000	0.6400	0.4700	14.1500	0.1680	42	185	0.9984	2.9000	0.4900	9.3000	51	White
5.9000	0.4150	0.0200	0.8000	0.0380	22	63	0.9932	3.3600	0.3600	9.3000	51	White
5.3000	0.1650	0.2400	1.1000	0.0510	25	105	0.9925	3.3200	0.4700	9.1000	51	White
7.2000	0.3100	0.2400	1.4000	0.0570	17	117	0.9928	3.1600	0.3500	10.5000	51	White
6.9000	0.3400	0.7400	11.2000	0.0690	44	150	0.9968	3	0.8100	9.2000	51	White
7.2000	0.4000	0.4900	1.1000	0.0480	11	138	0.9929	3.0100	0.4200	9.3000	51	White
7.1000	0.8500	0.4900	8.7000	0.0280	40	184	0.9962	3.2200	0.3600	10.7000	51	White
7.2000	0.2700	0.7400	12.5000	0.0370	47	156	0.9981	3.0400	0.4400	8.7000	51	White
7.8000	0.4900	0.4900	7	0.0430	29	149	0.9952	3.2100	0.3300	10	51	White
7.8000	0.2800	0.4900	1.3000	0.0460	27	142	0.9936	3.0900	0.5900	10.2000	51	White
5.8000	0.1500	0.4900	1.1000	0.0480	21	98	0.9929	3.1900	0.4800	9.2000	51	White
6.7000	0.3300	0.4200	6.4000	0.0580	27	151	0.9954	3.1600	0.4400	9.6000	51	White
7	0.2000	0.3000	6.1000	0.0370	31	120	0.9939	3.2400	0.5100	10.8000	51	White
6.9000	0.2900	0.2300	8.6000	0.0560	56	215	0.9967	3.1700	0.4400	8.8000	51	White
8.4000	0.1700	0.3100	5.4000	0.0520	47	150	0.9953	3.2400	0.3800	9.8000	51	White
6.4000	0.3300	0.2400	1.6000	0.0540	25	117	0.9943	3.3600	0.5000	9.3000	51	White
7.6000	0.3800	0.2000	3.4000	0.0460	9	116	0.9944	3.1500	0.4100	9.4000	51	White
7.4000	0.2900	0.3100	1.7000	0.0350	23	110	0.9926	3.0700	0.3800	10.9000	51	White
6.5000	0.3200	0.1200	11.5000	0.0330	35	165	0.9974	3.2200	0.3200	9	51	White
7.6000	0.2600	0.5800	7.9000	0.0410	62	180	0.9966	3.0700	0.3800	9	51	White
7.4000	0.4400	0.2000	11.5000	0.0490	44	157	0.9980	3.2700	0.4400	9	51	White
7.7000	0.3000	0.4200	14.3000	0.0450	45	213	0.9991	3.1800	0.6300	9.2000	51	White
6.4000	0.2200	0.3200	7.9000	0.0290	34	124	0.9948	3.4000	0.3900	10.2000	51	White
7.2000	0.2400	0.4000	17.8500	0.0490	50	185	1	3.3400	0.4200	9.6000	51	White
6.8000	0.2400	0.3100	18.3000	0.0460	40	142	1	3.3000	0.4100	8.7000	51	White
7	0.1200	0.1900	4.9000	0.0550	27	127	0.9953	3.2900	0.4100	9.4000	51	White
8.3000	0.3600	0.5700	15	0.0520	35	256	1.0001	2.9300	0.6400	8.6000	51	White
8	0.2500	0.1300	17.2000	0.0360	49	219	0.9996	2.9600	0.4600	9.7000	51	White
7.5000	0.2600	0.2600	18.3500	0.0840	33	139	1.0011	3.1700	0.3900	8.8000	51	White
6.8000	0.1800	0.4600	1.4000	0.0640	37	160	0.9924	3.3700	0.4500	11.1000	51	White
8.7000	0.2400	0.3500	0.6000	0.0420	11	71	0.9926	3.0800	0.3800	10.6000	51	White
7.6000	0.2900	0.2900	4.4000	0.0510	26	146	0.9939	3.1600	0.3900	10.2000	51	White
8.2000	0.1700	0.3200	1.5000	0.0500	17	101	0.9940	3.1400	0.5800	9.5000	51	White
7.2000	0.2400	0.1900	7.7000	0.0450	53	176	0.9958	3.1700	0.3800	9.5000	51	White
7.7000	0.2800	0.3500	15.3000	0.0560	31	117	0.9998	3.2700	0.5000	9.6000	51	White
6.4000	0.2900	0.2000	15.6000	0.0400	20	142	0.9962	3.1000	0.5400	10.6000	51	White
6.9000	0.3200	0.1300	7.8000	0.0420	11	117	0.9960	3.2300	0.3700	9.2000	51	White
7.6000	0.3200	0.5800	16.7500	0.0500	43	163	0.9999	3.1500	0.5400	9.2000	51	White
6.4000	0.2400	0.2300	7.3000	0.0690	31	157	0.9962	3.2500	0.5300	9.1000	51	White
7.6000	0.2700	0.3300	2	0.0590	19	175	0.9944	3.2200	0.5600	9.9000	51	White
7.7000	0.2800	0.5800	12.1000	0.0460	60	177	0.9983	3.0800	0.4600	8.9000	51	White
7.7000	0.2700	0.6100	12	0.0460	64	179	0.9982	3.0700	0.4600	8.9000	51	White
6.3000	0.2700	0.1800	7.7000	0.0480	45	186	0.9962	3.2300	0.4700	9	51	White
7.2000	0.2900	0.2000	7.7000	0.0460	51	174	0.9958	3.1600	0.5200	9.5000	51	White
7.6000	0.4800	0.2800	10.4000	0.0490	57	205	0.9975	3.2400	0.4500	9.3000	51	White
6.8000	0.2100	0.5500	14.6000	0.0530	34	159	0.9980	2.9300	0.4400	9.2000	51	White
7.2000	0.3400	0.3000	8.4000	0.0510	40	167	0.9976	3.4800	0.6200	9.7000	51	White
8.9000	0.2100	0.3700	1.2000	0.0280	20	93	0.9924	3.2000	0.3700	11.5000	51	White
8.2000	0.2500	0.4600	3.7500	0.0500	14	102	0.9952	3.2800	0.5800	9.7000	51	White
6.3000	0.2900	0.1400	7.0500	0.0450	50	177	0.9956	3.2300	0.4200	9	51	White
6.6000	0.3400	0.3400	2.6000	0.0510	40.5000	210	0.9931	3.1500	0.6100	10	51	White
7.4000	0.5600	0.0900	1.5000	0.0710	19	117	0.9950	3.2200	0.5300	9.8000	51	White
6.7000	0.2400	0.3200	10.3000	0.0790	37	122	0.9966	3.0200	0.4500	8.8000	51	White
6	0.2000	0.2400	5.3000	0.0750	49	201	0.9947	3.2100	0.4300	9.5000	51	White
6.8000	0.2100	0.3600	18.1000	0.0460	32	133	1	3.2700	0.4800	8.8000	51	White
6.6000	0.2400	0.2800	1.8000	0.0280	39	132	0.9918	3.3400	0.4600	11.4000	51	White
6.7000	0.2500	0.3600	8.6000	0.0370	63	206	0.9955	3.1800	0.5000	9.6000	51	White
6.5000	0.3000	0.3900	7.8000	0.0380	61	219	0.9959	3.1900	0.5000	9.4000	51	White
6.6000	0.3600	0.5200	10.1000	0.0500	29	140	0.9963	3.0700	0.4000	9.4000	51	White
5.8000	0.1500	0.2800	0.8000	0.0370	43	127	0.9920	3.2400	0.5100	9.3000	51	White
6.8000	0.2600	0.4000	7.5000	0.0460	45	179	0.9958	3.2000	0.4900	9.3000	51	White
7.9000	0.5100	0.3400	2.6000	0.0490	13	135	0.9933	3.0900	0.5100	10	51	White
6.4000	0.2400	0.2500	20.2000	0.0830	35	157	0.9998	3.1700	0.5000	9.1000	51	White
6.8000	0.2600	0.4400	8.2000	0.0460	52	183	0.9958	3.2000	0.5100	9.4000	51	White
7.6000	0.3100	0.2600	1.7000	0.0730	40	157	0.9938	3.1000	0.4600	9.8000	51	White
7.7000	0.1800	0.3000	1.2000	0.0460	49	199	0.9941	3.0300	0.3800	9.3000	51	White
7.7000	0.2500	0.3000	7.8000	0.0380	67	196	0.9956	3.1000	0.5000	10.1000	51	White
7.4000	0.3500	0.2400	6	0.0420	28	123	0.9930	3.1400	0.4400	11.3000	51	White
8.4000	0.3100	0.3100	0.9500	0.0210	52	148	0.9904	2.9300	0.3200	11.5000	51	White
6.3000	0.2000	0.3700	11.8000	0.0450	58	130	0.9952	3.2000	0.3500	10.8000	51	White
7.7000	0.1800	0.5300	1.2000	0.0410	42	167	0.9908	3.1100	0.4400	11.9000	51	White
7.2000	0.2700	0.3700	5.4000	0.0260	27	114	0.9917	3.1300	0.8400	12.7000	51	White
6.2000	0.2500	0.3800	7.9000	0.0450	54	208	0.9957	3.1700	0.4600	9.1000	51	White
7.6000	0.3500	0.4600	14.7000	0.0470	33	151	0.9971	3.0300	0.5300	10.3000	51	White
5.5000	0.1200	0.3300	1	0.0380	23	131	0.9916	3.2500	0.4500	9.8000	51	White
6.8000	0.2500	0.2400	1.6000	0.0450	39	164	0.9940	3.5300	0.5800	10.8000	51	White
6.6000	0.2800	0.4200	8.2000	0.0440	60	196	0.9956	3.1400	0.4800	9.4000	51	White
7.8000	0.2500	0.3700	1	0.0430	10	80	0.9913	3.0800	0.3800	11.4000	51	White
6.6000	0.2800	0.4100	7	0.0460	59	194	0.9956	3.1400	0.4800	9.4000	51	White
7.5000	0.2900	0.3600	15.7000	0.0500	29	124	0.9968	3.0600	0.5400	10.4000	51	White
6.5000	0.2600	0.3200	6.6500	0.0590	34	104	0.9925	3.1800	0.4200	11.1000	51	White
6.1000	0.3300	0.3200	7.8000	0.0520	52	183	0.9966	3.3900	0.6500	9.5000	51	White
6	0.2300	0.1500	9.7000	0.0480	101	207	0.9957	3.0500	0.3000	9.1000	51	White
6.4000	0.3800	0.2400	7.2000	0.0470	41	151	0.9960	3.1100	0.6000	9.2000	51	White
6.4000	0.3700	0.2000	5.6000	0.1170	61	183	0.9946	3.2400	0.4300	9.5000	51	White
6.6000	0.3400	0.2000	1	0.0530	26	112	0.9934	3.3200	0.5500	9.1000	51	White
7.2000	0.2300	0.2500	18.8000	0.0850	19	111	1.0004	3.1000	0.5100	8.7000	51	White
7.5000	0.2800	0.4100	1.3000	0.0440	11	126	0.9929	3.2800	0.4500	10.3000	51	White
8.1000	0.2000	0.3000	1.3000	0.0360	7	49	0.9924	2.9900	0.7300	10.3000	51	White
6.1000	0.2200	0.2800	16.5500	0.0590	54	135	0.9967	3.2000	0.3800	10.5000	51	White
6	0.2100	0.3000	8.7000	0.0360	47	127	0.9937	3.1800	0.3900	10.6000	51	White
7	0.4600	0.2000	16.7000	0.0460	50	184	0.9990	3.0800	0.5600	9.4000	51	White
5.4000	0.2400	0.1800	2.3000	0.0500	22	145	0.9921	3.2400	0.4600	10.3000	51	White
6.4000	0.2500	0.5700	1	0.0620	21	122	0.9924	3	0.4000	9.5000	51	White
6.4000	0.2500	0.5700	1	0.0620	21	122	0.9924	3	0.4000	9.5000	51	White
6.8000	0.2700	0.2200	17.8000	0.0340	16	116	0.9989	3.0700	0.5300	9.2000	51	White
6.1000	0.1700	0.2100	1.9000	0.0900	44	130	0.9926	3.0700	0.4100	9.7000	51	White
6.5000	0.3600	0.1600	1.3000	0.0540	11	107	0.9940	3.1900	0.3900	8.5000	51	White
7.9000	0.3600	0.5300	12.9000	0.0490	63	139	0.9979	2.9400	0.4500	9.1000	51	White
7.5000	0.2900	0.2400	9.9000	0.0580	25	115	0.9957	3.1500	0.4600	10.9000	51	White
5.8000	0.3200	0.2300	1.5000	0.0330	39	121	0.9887	2.9600	0.3500	12	51	White
6.4000	0.2600	0.3500	7.7000	0.0560	45	191	0.9953	3.1600	0.5000	9.5000	51	White
6.4000	0.4200	0.1900	9.3000	0.0430	28	145	0.9943	3.2300	0.5300	10.9800	51	White
6.9000	0.5600	0.2600	10.9000	0.0600	55	193	0.9969	3.2100	0.4400	9.4000	51	White
7.2000	0.4700	0.1600	5.9000	0.0480	14	125	0.9943	3.0900	0.4900	9.8000	51	White
7.3000	0.3000	0.2500	2.5000	0.0450	32	122	0.9933	3.1800	0.5400	10.3000	51	White
6.3000	0.3900	0.2200	2.8000	0.0480	53	173	0.9930	3.2400	0.4500	9.8000	51	White
6.6000	0.2600	0.5600	15.4000	0.0530	32	141	0.9981	3.1100	0.4900	9.3000	51	White
6.3000	0.2900	0.3000	8.1000	0.2120	60	150	0.9958	3.1000	0.4000	9.3000	51	White
6.5000	0.3200	0.2300	8.5000	0.0510	20	138	0.9943	3.0300	0.4200	10.7000	51	White
5.8000	0.2800	0.6600	9.1000	0.0390	26	159	0.9965	3.6600	0.5500	10.8000	51	White
5.8000	0.2700	0.2000	7.3000	0.0400	42	145	0.9944	3.1500	0.4800	9.8000	51	White
6.6000	0.2700	0.3200	1.3000	0.0440	18	93	0.9904	3.1100	0.5600	12.2500	51	White
6	0.1400	0.3700	1.2000	0.0320	63	148	0.9919	3.3200	0.4400	11.2000	51	White
6.4000	0.2800	0.4500	8.6000	0.0570	47	223	0.9965	3.1600	0.5100	9.1000	51	White
6.4000	0.3100	0.3100	12.9000	0.0450	55	161	0.9955	3.0200	0.5900	10.2000	51	White
5.9000	0.3200	0.1900	14.5000	0.0420	37	115	0.9968	3.1600	0.4300	10.3000	51	White
7.5000	0.5000	0.3600	6.1000	0.0710	17	102	0.9978	3.3500	0.8000	10.5000	50	Red
5.6000	0.3100	0.3700	1.4000	0.0740	12	96	0.9954	3.3200	0.5800	9.2000	50	Red
7.5000	0.5200	0.1100	1.5000	0.0790	11	39	0.9968	3.4200	0.5800	9.6000	50	Red
7.7000	0.6900	0.2200	1.9000	0.0840	18	94	0.9961	3.3100	0.4800	9.5000	50	Red
6.8000	0.7750	0	3	0.1020	8	23	0.9965	3.4500	0.5600	10.7000	50	Red
8.4000	0.6000	0.1000	2.2000	0.0850	14	111	0.9964	3.1500	0.6600	9.8000	50	Red
6.8000	0.6400	0.1000	2.1000	0.0850	18	101	0.9956	3.3400	0.5200	10.2000	50	Red
7.9000	0.5000	0.3300	2	0.0840	15	143	0.9968	3.2000	0.5500	9.5000	50	Red
7.5000	0.4900	0.1900	1.9000	0.0760	10	44	0.9957	3.3900	0.5400	9.7000	50	Red
9.9000	0.5900	0.0700	3.4000	0.1020	32	71	1.0002	3.3100	0.7100	9.8000	50	Red
8.4000	0.6500	0.6000	2.1000	0.1120	12	90	0.9973	3.2000	0.5200	9.2000	50	Red
9.6000	0.5600	0.2300	3.4000	0.1020	37	92	0.9996	3.3000	0.6500	10.1000	50	Red
7	0.6850	0	1.9000	0.0670	40	63	0.9979	3.6000	0.8100	9.9000	50	Red
7.7000	0.6650	0	2.4000	0.0900	8	19	0.9974	3.2700	0.7300	9.3000	50	Red
8.4000	0.6650	0.6100	2	0.1120	13	95	0.9970	3.1600	0.5400	9.1000	50	Red
6.6000	0.7350	0.0200	7.9000	0.1220	68	124	0.9994	3.4700	0.5300	9.9000	50	Red
12.5000	0.3800	0.6000	2.6000	0.0810	31	72	0.9996	3.1000	0.7300	10.5000	50	Red
8.2000	0.3900	0.3800	1.5000	0.0580	10	29	0.9962	3.2600	0.7400	9.8000	50	Red
9.5000	0.5900	0.4400	2.3000	0.0710	21	68	0.9992	3.4600	0.6300	9.5000	50	Red
10	0.7300	0.4300	2.3000	0.0590	15	31	0.9966	3.1500	0.5700	11	50	Red
9.1000	0.6400	0.2300	3.1000	0.0950	13	38	0.9998	3.2800	0.5900	9.7000	50	Red
8.9000	0.4800	0.2400	2.8500	0.0940	35	106	0.9982	3.1000	0.5300	9.2000	50	Red
7.6000	0.4200	0.0800	2.7000	0.0840	15	48	0.9968	3.2100	0.5900	10	50	Red
11.1000	0.3900	0.5400	2.7000	0.0950	21	101	1.0001	3.1300	0.5100	9.5000	50	Red
7.7000	0.6000	0	2.6000	0.0550	7	13	0.9964	3.3800	0.5600	10.8000	50	Red
6.6000	0.6600	0	3	0.1150	21	31	0.9963	3.4500	0.6300	10.3000	50	Red
7.5000	0.4200	0.3200	2.7000	0.0670	7	25	0.9963	3.2400	0.4400	10.4000	50	Red
9.2000	0.5600	0.1800	1.6000	0.0780	10	21	0.9958	3.1500	0.4900	9.9000	50	Red
8.6000	0.4700	0.2700	2.3000	0.0550	14	28	0.9952	3.1800	0.8000	11.2000	50	Red
6.7000	0.5600	0.0900	2.9000	0.0790	7	22	0.9967	3.4600	0.6100	10.2000	50	Red
7.1000	0.4300	0.1700	1.8000	0.0820	27	51	0.9963	3.4900	0.6400	10.4000	50	Red
6.8000	0.4800	0.0800	1.8000	0.0740	40	64	0.9953	3.1200	0.4900	9.6000	50	Red
9	0.7850	0.2400	1.7000	0.0780	10	21	0.9969	3.2900	0.6700	10	50	Red
6.7000	0.6400	0.2300	2.1000	0.0800	11	119	0.9954	3.3600	0.7000	10.9000	50	Red
6.4000	0.8850	0	2.3000	0.1660	6	12	0.9955	3.5600	0.5100	10.8000	50	Red
7.4000	0.5500	0.1900	1.8000	0.0820	15	34	0.9966	3.4900	0.6800	10.5000	50	Red
7	0.6000	0.3000	4.5000	0.0680	20	110	0.9991	3.3000	1.1700	10.2000	50	Red
9.1000	0.7750	0.2200	2.2000	0.0790	12	48	0.9976	3.1800	0.5100	9.6000	50	Red
7.2000	0.8350	0	2	0.1660	4	11	0.9961	3.3900	0.5200	10	50	Red
6	0.5000	0	1.4000	0.0570	15	26	0.9945	3.3600	0.4500	9.5000	50	Red
6.4000	0.5700	0.1400	3.9000	0.0700	27	73	0.9967	3.3200	0.4800	9.2000	50	Red
8.7000	0.6750	0.1000	1.6000	0.0900	4	11	0.9974	3.3100	0.6500	9.5500	50	Red
7.5000	0.4000	0.1800	1.6000	0.0790	24	58	0.9965	3.3400	0.5800	9.4000	50	Red
6.8000	0.6700	0	1.9000	0.0800	22	39	0.9970	3.4000	0.7400	9.7000	50	Red
6.8000	0.6800	0.2100	2.1000	0.0700	9	23	0.9955	3.3800	0.6000	10.3000	50	Red
6.8000	0.4800	0.2500	2	0.0760	29	61	0.9953	3.3400	0.6000	10.4000	50	Red
6.7000	0.4800	0.0800	2.1000	0.0640	18	34	0.9955	3.3300	0.6400	9.7000	50	Red
7.2000	0.3900	0.3200	1.8000	0.0650	34	60	0.9971	3.4600	0.7800	9.9000	50	Red
7.1000	0.6800	0	2.3000	0.0870	17	26	0.9978	3.4500	0.5300	9.5000	50	Red
7.2000	0.6950	0.1300	2	0.0760	12	20	0.9955	3.2900	0.5400	10.1000	50	Red
7	0.5600	0.1300	1.6000	0.0770	25	42	0.9963	3.3400	0.5900	9.2000	50	Red
6.1000	0.7150	0.1000	2.6000	0.0530	13	27	0.9936	3.5700	0.5000	11.9000	50	Red
6.6000	0.7250	0.2000	7.8000	0.0730	29	79	0.9977	3.2900	0.5400	9.2000	50	Red
6.5000	0.3100	0.1400	7.5000	0.0440	34	133	0.9955	3.2200	0.5000	9.5000	50	White
6.8000	0.3000	0.2300	4.6000	0.0610	50.5000	238.5000	0.9958	3.3200	0.6000	9.5000	50	White
7.1000	0.3400	0.2000	6.1000	0.0630	47	164	0.9946	3.1700	0.4200	10	50	White
6.1000	0.2700	0.4300	7.5000	0.0490	65	243	0.9957	3.1200	0.4700	9	50	White
6.7000	0.4100	0.3400	9.2000	0.0490	29	150	0.9968	3.2200	0.5100	9.1000	50	White
5.9000	0.3600	0.0400	5.7000	0.0460	21	87	0.9934	3.2200	0.5100	10.2000	50	White
7.8000	0.2400	0.3200	12.2000	0.0540	42	138	0.9984	3.0100	0.5400	8.8000	50	White
7.4000	0.1600	0.3100	6.8500	0.0590	31	131	0.9952	3.2900	0.3400	9.7000	50	White
6.3000	0.3100	0.3400	2.2000	0.0450	20	77	0.9927	3.3000	0.4300	10.2000	50	White
6.8000	0.2800	0.4000	22	0.0480	48	167	1.0010	2.9300	0.5000	8.7000	50	White
6.9000	0.5400	0.3200	13.2000	0.0500	53	236	0.9973	3.2000	0.5000	9.6000	50	White
7	0.1600	0.3200	8.3000	0.0450	38	126	0.9958	3.2100	0.3400	9.2000	50	White
5.8000	0.3400	0.2100	6.6000	0.0400	50	167	0.9941	3.2900	0.6200	10	50	White
6.2000	0.3500	0.0400	1.2000	0.0600	23	108	0.9934	3.2600	0.5400	9.2000	50	White
7	0.2500	0.2900	15.2000	0.0470	40	171	0.9982	3.2200	0.4500	9.3000	50	White
7.9000	0.1900	0.2600	2.1000	0.0390	8	143	0.9942	3.0500	0.7400	9.8000	50	White
6.4000	0.4750	0.0600	1	0.0300	9	131	0.9904	2.9700	0.2900	10.8000	50	White
6.9000	0.4100	0.3300	10.1000	0.0430	28	152	0.9968	3.2000	0.5200	9.4000	50	White
7.5000	0.2100	0.6800	10.9000	0.0450	38	133	0.9978	3	0.3600	8.7000	50	White
6.5000	0.2600	0.4300	8.9000	0.0830	50	171	0.9965	2.8500	0.5000	9	50	White
5.6000	0.3500	0.1400	5	0.0460	48	198	0.9937	3.3000	0.7100	10.3000	50	White
6	0.3200	0.1200	5.9000	0.0410	34	190	0.9944	3.1600	0.7200	10	50	White
6.7000	0.2800	0.1400	1.4000	0.0430	64	159	0.9920	3.1700	0.3900	10	50	White
5.9000	0.3500	0.4700	2.2000	0.1100	14	138	0.9932	3.0900	0.5000	9.1000	50	White
6.8000	0.2400	0.4900	19.3000	0.0570	55	247	1.0006	3	0.5600	8.7000	50	White
6	0.4500	0.6500	9.7000	0.0800	11	159	0.9956	3.0400	0.4800	9.4000	50	White
6.4000	0.4300	0.3200	1.4000	0.0480	10	67	0.9920	3.0800	0.4100	11.4000	50	White
6.4000	0.2800	0.4100	6.8000	0.0450	61	216	0.9952	3.0900	0.4600	9.4000	50	White
5.9000	0.4150	0.1300	1.4000	0.0400	11	64	0.9922	3.2900	0.5200	10.5000	50	White
6.8000	0.3900	0.3100	14.3500	0.0430	28	162	0.9988	3.1700	0.5400	9.1000	50	White
8.7000	0.2200	0.4200	2.3000	0.0530	27	114	0.9940	2.9900	0.4300	10	50	White
9.3000	0.3400	0.4900	7.3000	0.0520	30	146	0.9980	3.1700	0.6100	10.2000	50	White
